"SPECIES_GROUP","YEAR","DISTRICT","AREA","SPECIES","AMOUNT","VALUE","COUNT","PRICE","SIZE"
"Salmon","2010","SOUTH COAST","24","CHINOOK",33783,295343,6802,8.74235562265044,4.96662746251103
"Salmon","2010","SOUTH COAST","25","CHINOOK",11350,56031,1343,4.93665198237886,8.4512285927029
"Salmon","2010","SOUTH COAST","26","CHINOOK",79548,753842,16081,9.47656760697943,4.94670729432249
"Salmon","2010","SOUTH COAST","27","CHINOOK",69720,640241,13100,9.18303212851406,5.32213740458015
"Salmon","2010","FAR NORTH","442(STIKINE)","CHUM",526,847,124,1.61026615969582,4.24193548387097
"Salmon","2010","FRASER RIVER","29AB","CHUM",27609,44612,4699,1.61584990401681,5.87550542668653
"Salmon","2010","FRASER RIVER","29D","CHUM",34696,55838,6080,1.60934978095458,5.70657894736842
"Salmon","2010","NORTH COAST","1","CHUM",54,115,11,2.12962962962963,4.90909090909091
"Salmon","2010","NORTH COAST","2E","CHUM",34918,56197,7730,1.60939916375508,4.51720569210867
"Salmon","2010","NORTH COAST","3","CHUM",72923,117397,15523,1.60987617075545,4.69773883914192
"Salmon","2010","NORTH COAST","4","CHUM",427,791,88,1.85245901639344,4.85227272727273
"Salmon","2010","NORTH COAST","6","CHUM",9484,15263,1944,1.60934204976803,4.87860082304527
"Salmon","2010","NORTH COAST","7","CHUM",33529,59135,6220,1.76369709803454,5.39051446945338
"Salmon","2010","NORTH COAST","8","CHUM",20324,33269,3675,1.63693170635702,5.53034013605442
"Salmon","2010","SOUTH COAST","11","CHUM",1189,1914,254,1.60975609756098,4.68110236220472
"Salmon","2010","SOUTH COAST","12","CHUM",152339,260105,31192,1.70740913357709,4.88391254167735
"Salmon","2010","SOUTH COAST","13","CHUM",124860,217849,24672,1.74474611564953,5.06079766536965
"Salmon","2010","SOUTH COAST","20","CHUM",86,152,16,1.76744186046512,5.375
"Salmon","2010","SOUTH COAST","23","CHUM",5104,8207,1048,1.60795454545455,4.87022900763359
"Salmon","2010","SOUTH COAST","24","CHUM",43,41,9,0.953488372093023,4.77777777777778
"Salmon","2010","SOUTH COAST","25","CHUM",23801,38297,5749,1.60905003991429,4.14002435206123
"Salmon","2010","SOUTH COAST","26","CHUM",517,1182,111,2.2862669245648,4.65765765765766
"Salmon","2010","SOUTH COAST","27","CHUM",47,45,10,0.957446808510638,4.7
"Salmon","2010","FAR NORTH","441(TAKU)","COHO",63090,190732,14349,3.02317324457125,4.3968220781936
"Salmon","2010","FAR NORTH","442(STIKINE)","COHO",14674,32350,4668,2.20457952841761,3.14353041988003
"Salmon","2010","FRASER RIVER","29AB","COHO",58,114,17,1.96551724137931,3.41176470588235
"Salmon","2010","NORTH COAST","1","COHO",355871,1637251,97938,4.60068676571005,3.63363556535768
"Salmon","2010","NORTH COAST","2E","COHO",45794,215398,13135,4.70362929641438,3.48641035401599
"Salmon","2010","NORTH COAST","2W","COHO",13915,62203,3808,4.4702120014373,3.65414915966387
"Salmon","2010","NORTH COAST","3","COHO",58093,286744,14079,4.93594753240494,4.12621635059308
"Salmon","2010","NORTH COAST","4","COHO",37517,168619,10574,4.49446917397446,3.54804236807263
"Salmon","2010","NORTH COAST","5","COHO",3902,18757,1140,4.8070220399795,3.42280701754386
"Salmon","2010","NORTH COAST","7","COHO",863,1713,227,1.98493626882966,3.80176211453744
"Salmon","2010","SOUTH COAST","12","COHO",399,814,137,2.04010025062657,2.91240875912409
"Salmon","2010","SOUTH COAST","13","COHO",333,662,111,1.98798798798799,3
"Salmon","2010","SOUTH COAST","23","COHO",1730,6627,510,3.83063583815029,3.3921568627451
"Salmon","2010","SOUTH COAST","25","COHO",1397,3088,296,2.21045096635648,4.71959459459459
"Salmon","2010","SOUTH COAST","26","COHO",262,1046,56,3.99236641221374,4.67857142857143
"Salmon","2010","SOUTH COAST","27","COHO",36,110,11,3.05555555555556,3.27272727272727
"Salmon","2010","FAR NORTH","442(STIKINE)","PINK",481,201,212,0.417879417879418,2.2688679245283
"Salmon","2010","FRASER RIVER","29AB","PINK",760,424,481,0.557894736842105,1.58004158004158
"Salmon","2010","FRASER RIVER","29D","PINK",1,1,1,1,1
"Salmon","2010","NORTH COAST","1","PINK",283703,197736,175966,0.696982407658714,1.61226032301695
"Salmon","2010","NORTH COAST","2E","PINK",505189,261891,327827,0.518402023797034,1.54102316160658
"Salmon","2010","NORTH COAST","2W","PINK",2579,3959,1108,1.53509112058938,2.32761732851986
"Salmon","2010","NORTH COAST","3","PINK",100037,51606,63578,0.515869128422484,1.57345308125452
"Salmon","2010","NORTH COAST","4","PINK",35872,17576,21299,0.489964317573595,1.68421052631579
"Salmon","2010","NORTH COAST","5","PINK",879,451,576,0.513083048919226,1.52604166666667
"Salmon","2010","NORTH COAST","6","PINK",41582,21431,29415,0.515391275070944,1.41363250042495
"Salmon","2010","NORTH COAST","7","PINK",22,12,14,0.545454545454545,1.57142857142857
"Salmon","2010","NORTH COAST","8","PINK",2833,1265,1180,0.446523120367102,2.40084745762712
"Salmon","2010","SOUTH COAST","11","PINK",6916,2897,4463,0.418883747831116,1.54963029352453
"Salmon","2010","SOUTH COAST","12","PINK",284701,135690,164649,0.476605280627746,1.7291389562038
"Salmon","2010","SOUTH COAST","13","PINK",70779,36390,43916,0.514135548679693,1.61169050004554
"Salmon","2010","SOUTH COAST","18","PINK",3,3,2,1,1.5
"Salmon","2010","SOUTH COAST","20","PINK",108,56,69,0.518518518518518,1.56521739130435
"Salmon","2010","SOUTH COAST","23","PINK",610,256,354,0.419672131147541,1.72316384180791
"Salmon","2010","SOUTH COAST","26","PINK",10,11,6,1.1,1.66666666666667
"Salmon","2010","FAR NORTH","441(TAKU)","SOCKEYE",55567,167982,20549,3.02305325103029,2.70412185507811
"Salmon","2010","FAR NORTH","442(STIKINE)","SOCKEYE",103052,286767,43283,2.78274075224159,2.38088857057043
"Salmon","2010","FRASER RIVER","29AB","SOCKEYE",6337471,17766334,2403128,2.80337913972309,2.63717579754387
"Salmon","2010","FRASER RIVER","29D","SOCKEYE",39867,113040,14757,2.83542779742644,2.70156535881277
"Salmon","2010","NORTH COAST","1","SOCKEYE",175,817,62,4.66857142857143,2.82258064516129
"Salmon","2010","NORTH COAST","3","SOCKEYE",214670,601627,83483,2.80256673033027,2.57142172657906
"Salmon","2010","NORTH COAST","4","SOCKEYE",134813,378112,54725,2.80471467885145,2.46346276838739
"Salmon","2010","NORTH COAST","5","SOCKEYE",2018,5595,777,2.77254707631318,2.5971685971686
"Salmon","2010","NORTH COAST","6","SOCKEYE",7513,20727,2675,2.75881804871556,2.80859813084112
"Salmon","2010","NORTH COAST","8","SOCKEYE",850,2445,341,2.87647058823529,2.49266862170088
"Salmon","2010","SOUTH COAST","11","SOCKEYE",38778,107717,14486,2.77778637371706,2.67692944912329
"Salmon","2010","SOUTH COAST","12","SOCKEYE",7169537,20603866,2728979,2.87380705337039,2.62718657783735
"Salmon","2010","SOUTH COAST","13","SOCKEYE",4899132,14009913,1867969,2.85967248892253,2.62270519478642
"Salmon","2010","SOUTH COAST","18","SOCKEYE",2729,12461,966,4.56614144375229,2.82505175983437
"Salmon","2010","SOUTH COAST","20","SOCKEYE",109731,302391,42058,2.75574814774312,2.6090398972847
"Salmon","2010","SOUTH COAST","23","SOCKEYE",898762,2490201,379519,2.77070125350204,2.36816075084515
"Salmon","2011","FAR NORTH","441(TAKU)","CHINOOK",27378,172246,3641,6.29140185550442,7.51936281241417
"Salmon","2011","FAR NORTH","442(STIKINE)","CHINOOK",22859,97753,4036,4.27634629686338,5.66377601585728
"Salmon","2011","FRASER RIVER","29AB","CHINOOK",32428,152994,4337,4.71795978783767,7.47705787410653
"Salmon","2011","FRASER RIVER","29C","CHINOOK",70,292,8,4.17142857142857,8.75
"Salmon","2011","FRASER RIVER","29D","CHINOOK",31928,119612,3824,3.74630418441493,8.34937238493724
"Salmon","2011","NORTH COAST","1","CHINOOK",381422,3136759,52387,8.22385441846564,7.28085211980071
"Salmon","2011","NORTH COAST","2W","CHINOOK",105032,909710,14449,8.66126513824358,7.26915357464184
"Salmon","2011","NORTH COAST","3","CHINOOK",9448,53670,1389,5.68056731583404,6.8020158387329
"Salmon","2011","NORTH COAST","4","CHINOOK",27751,165077,3397,5.94850636013117,8.16926700029438
"Salmon","2011","NORTH COAST","6","CHINOOK",15,62,2,4.13333333333333,7.5
"Salmon","2011","NORTH COAST","7","CHINOOK",12,77,1,6.41666666666667,12
"Salmon","2011","NORTH COAST","8","CHINOOK",46528,292881,4836,6.2947257565337,9.62117452440033
"Salmon","2011","SOUTH COAST","12","CHINOOK",112,504,14,4.5,8
"Salmon","2011","SOUTH COAST","13","CHINOOK",9,39,2,4.33333333333333,4.5
"Salmon","2011","SOUTH COAST","22","CHINOOK",83,366,10,4.40963855421687,8.3
"Salmon","2011","SOUTH COAST","23","CHINOOK",229501,1419942,38433,6.18708415213877,5.97145682096115
"Salmon","2011","SOUTH COAST","24","CHINOOK",49787,424991,9157,8.53618414445538,5.4370426995741
"Salmon","2011","SOUTH COAST","25","CHINOOK",135536,650963,17743,4.80287893991264,7.63884348757256
"Salmon","2011","SOUTH COAST","26","CHINOOK",240245,1949807,41995,8.11591084101646,5.72080009524943
"Salmon","2011","SOUTH COAST","27","CHINOOK",188078,1479228,30272,7.86497091632195,6.21293604651163
"Salmon","2011","FAR NORTH","442(STIKINE)","CHUM",454,761,121,1.67621145374449,3.75206611570248
"Salmon","2011","FRASER RIVER","29AB","CHUM",128952,216816,34976,1.68136981202308,3.68687099725526
"Salmon","2011","FRASER RIVER","29D","CHUM",14357,24056,3389,1.67555896078568,4.23635290646208
"Salmon","2011","NORTH COAST","1","CHUM",131,275,27,2.09923664122137,4.85185185185185
"Salmon","2011","NORTH COAST","2W","CHUM",4,5,1,1.25,4
"Salmon","2011","NORTH COAST","4","CHUM",880,1648,168,1.87272727272727,5.23809523809524
"Salmon","2011","NORTH COAST","5","CHUM",3,6,1,2,3
"Salmon","2011","NORTH COAST","6","CHUM",73995,123980,14717,1.67551861612271,5.02785893864239
"Salmon","2011","NORTH COAST","7","CHUM",1219268,2216836,262192,1.81816959027876,4.6502868127174
"Salmon","2011","NORTH COAST","8","CHUM",163169,275072,31620,1.68581041741998,5.16030993042378
"Salmon","2011","SOUTH COAST","11","CHUM",57,96,11,1.68421052631579,5.18181818181818
"Salmon","2011","SOUTH COAST","12","CHUM",1084069,2000461,237775,1.84532626613251,4.55922195352749
"Salmon","2011","SOUTH COAST","13","CHUM",967496,1857502,263692,1.91990664560887,3.66903812023118
"Salmon","2011","SOUTH COAST","14","CHUM",1311785,2414335,293131,1.84049596542116,4.47508110708182
"Salmon","2011","SOUTH COAST","21","CHUM",749564,1370473,171047,1.8283602200746,4.38221073739966
"Salmon","2011","SOUTH COAST","22","CHUM",20789,34832,4949,1.67550146712204,4.20064659527177
"Salmon","2011","SOUTH COAST","23","CHUM",17673,29623,4178,1.67617269280824,4.23001436093825
"Salmon","2011","SOUTH COAST","24","CHUM",6195,10379,1633,1.67538337368846,3.79363135333742
"Salmon","2011","SOUTH COAST","25","CHUM",53764,91795,12071,1.70736924335987,4.45398061469638
"Salmon","2011","SOUTH COAST","26","CHUM",481,756,101,1.57172557172557,4.76237623762376
"Salmon","2011","SOUTH COAST","27","CHUM",92,97,19,1.05434782608696,4.84210526315789
"Salmon","2011","FAR NORTH","441(TAKU)","COHO",47981,153983,12397,3.20924949459161,3.87037186416068
"Salmon","2011","FAR NORTH","442(STIKINE)","COHO",20109,48765,5772,2.42503356705953,3.48388773388773
"Salmon","2011","FRASER RIVER","29AB","COHO",411,992,147,2.41362530413625,2.79591836734694
"Salmon","2011","NORTH COAST","1","COHO",813402,3696456,263281,4.54443928094595,3.08948234016127
"Salmon","2011","NORTH COAST","2E","COHO",35444,170759,10643,4.81771244780499,3.3302640233017
"Salmon","2011","NORTH COAST","3","COHO",23543,76363,7297,3.2435543473644,3.22639440866109
"Salmon","2011","NORTH COAST","4","COHO",90010,364810,28658,4.05299411176536,3.14083327517622
"Salmon","2011","NORTH COAST","5","COHO",2442,12922,761,5.29156429156429,3.20893561103811
"Salmon","2011","NORTH COAST","6","COHO",89558,349132,25538,3.89838987025168,3.50685253347952
"Salmon","2011","NORTH COAST","7","COHO",10667,27297,3115,2.55901378081935,3.42439807383628
"Salmon","2011","NORTH COAST","8","COHO",2853,8612,643,3.01857693655801,4.43701399688958
"Salmon","2011","NORTH COAST","10","COHO",1721,4623,567,2.68622893666473,3.0352733686067
"Salmon","2011","SOUTH COAST","12","COHO",435,968,123,2.22528735632184,3.53658536585366
"Salmon","2011","SOUTH COAST","22","COHO",190,461,55,2.42631578947368,3.45454545454545
"Salmon","2011","SOUTH COAST","23","COHO",283,831,89,2.93639575971731,3.17977528089888
"Salmon","2011","SOUTH COAST","25","COHO",1057,2755,275,2.60643330179754,3.84363636363636
"Salmon","2011","FAR NORTH","442(STIKINE)","PINK",6,3,4,0.5,1.5
"Salmon","2011","FRASER RIVER","29AB","PINK",1368478,1281373,705179,0.9363489950149,1.94061082363485
"Salmon","2011","FRASER RIVER","29C","PINK",3327,1833,1685,0.550946798917944,1.97448071216617
"Salmon","2011","FRASER RIVER","29D","PINK",19367,10674,8728,0.551143698043063,2.21895050412466
"Salmon","2011","NORTH COAST","1","PINK",99663,148195,44195,1.48696105876805,2.25507410340536
"Salmon","2011","NORTH COAST","2E","PINK",69,142,39,2.05797101449275,1.76923076923077
"Salmon","2011","NORTH COAST","2W","PINK",31,54,17,1.74193548387097,1.82352941176471
"Salmon","2011","NORTH COAST","3","PINK",624227,574144,426775,0.919767969024089,1.46266065256868
"Salmon","2011","NORTH COAST","4","PINK",392075,297752,245582,0.75942613020468,1.59651358812942
"Salmon","2011","NORTH COAST","5","PINK",318,176,172,0.553459119496855,1.84883720930233
"Salmon","2011","NORTH COAST","6","PINK",973592,943524,666857,0.969116426593481,1.45997117822862
"Salmon","2011","NORTH COAST","7","PINK",15179,13930,9581,0.917715264510178,1.58428139025154
"Salmon","2011","NORTH COAST","8","PINK",10839,8814,6565,0.813174647107667,1.65102817974105
"Salmon","2011","SOUTH COAST","11","PINK",163,90,117,0.552147239263804,1.39316239316239
"Salmon","2011","SOUTH COAST","12","PINK",5534615,5377620,2909566,0.971633979960666,1.90221325104844
"Salmon","2011","SOUTH COAST","13","PINK",86032,84916,51859,0.987028082573926,1.65895987196051
"Salmon","2011","SOUTH COAST","14","PINK",725,400,382,0.551724137931034,1.8979057591623
"Salmon","2011","SOUTH COAST","23","PINK",39,58,20,1.48717948717949,1.95
"Salmon","2011","SOUTH COAST","25","PINK",2,2,1,1,2
"Salmon","2011","SOUTH COAST","26","PINK",42,53,25,1.26190476190476,1.68
"Salmon","2011","SOUTH COAST","27","PINK",36,27,22,0.75,1.63636363636364
"Salmon","2011","FAR NORTH","441(TAKU)","SOCKEYE",73267,324795,24718,4.43303260676703,2.96411521967797
"Salmon","2011","FAR NORTH","442(STIKINE)","SOCKEYE",130806,539261,48731,4.12260140972127,2.68424616773717
"Salmon","2011","FRASER RIVER","29AB","SOCKEYE",299182,1240141,112968,4.14510565475196,2.64837830181998
"Salmon","2011","FRASER RIVER","29C","SOCKEYE",2452,10516,920,4.28874388254486,2.66521739130435
"Salmon","2011","FRASER RIVER","29D","SOCKEYE",49072,202305,17419,4.12261574828823,2.8171536827602
"Salmon","2011","NORTH COAST","1","SOCKEYE",11035,49928,3463,4.52451291345718,3.18654345942824
"Salmon","2011","NORTH COAST","3","SOCKEYE",391398,1584642,172742,4.04867168457682,2.26579523219599
"Salmon","2011","NORTH COAST","4","SOCKEYE",769654,3154656,317032,4.09879764153763,2.42768553332156
"Salmon","2011","NORTH COAST","5","SOCKEYE",396,1657,159,4.18434343434343,2.49056603773585
"Salmon","2011","NORTH COAST","6","SOCKEYE",68934,268323,35180,3.89246235529637,1.95946560545765
"Salmon","2011","NORTH COAST","7","SOCKEYE",10,40,3,4,3.33333333333333
"Salmon","2011","NORTH COAST","8","SOCKEYE",1588,6603,528,4.1580604534005,3.00757575757576
"Salmon","2011","NORTH COAST","10","SOCKEYE",144014,596449,47427,4.14160428847195,3.03654036730133
"Salmon","2011","SOUTH COAST","11","SOCKEYE",789,3254,322,4.12420785804816,2.45031055900621
"Salmon","2011","SOUTH COAST","12","SOCKEYE",406782,1634812,155443,4.01888972471742,2.61692067188616
"Salmon","2011","SOUTH COAST","13","SOCKEYE",45324,224084,16589,4.94404730385668,2.73217192115257
"Salmon","2011","SOUTH COAST","23","SOCKEYE",700492,2831200,335394,4.04173066930101,2.08856449429626
"Salmon","2012","FAR NORTH","441(TAKU)","CHINOOK",23358,180278,3391,7.71804092816166,6.888233559422
"Salmon","2012","FAR NORTH","442(STIKINE)","CHINOOK",36761,255222,5438,6.94273822801338,6.76002206693637
"Salmon","2012","FRASER RIVER","29AB","CHINOOK",446,2684,66,6.01793721973094,6.75757575757576
"Salmon","2012","FRASER RIVER","29D","CHINOOK",9822,61873,1267,6.2994298513541,7.75217048145225
"Salmon","2012","NORTH COAST","1","CHINOOK",419198,2906223,60883,6.93281695046255,6.88530460062743
"Salmon","2012","NORTH COAST","2E","CHINOOK",2744,18486,374,6.7368804664723,7.33689839572193
"Salmon","2012","NORTH COAST","2W","CHINOOK",92842,628484,12458,6.76939316257728,7.45240006421577
"Salmon","2012","NORTH COAST","3","CHINOOK",4630,32467,598,7.01231101511879,7.74247491638796
"Salmon","2012","NORTH COAST","4","CHINOOK",8957,51683,1330,5.77012392542146,6.73458646616541
"Salmon","2012","NORTH COAST","6","CHINOOK",24,133,4,5.54166666666667,6
"Salmon","2012","NORTH COAST","7","CHINOOK",22,103,2,4.68181818181818,11
"Salmon","2012","NORTH COAST","8","CHINOOK",28968,192603,3819,6.64881938690969,7.58523173605656
"Salmon","2012","SOUTH COAST","12","CHINOOK",215,1009,23,4.69302325581395,9.34782608695652
"Salmon","2012","SOUTH COAST","23","CHINOOK",50261,326556,11448,6.49720459202961,4.39037386443047
"Salmon","2012","SOUTH COAST","24","CHINOOK",23577,158795,5304,6.73516562751834,4.44513574660633
"Salmon","2012","SOUTH COAST","25","CHINOOK",52687,280809,6883,5.32975876402149,7.65465639982566
"Salmon","2012","SOUTH COAST","26","CHINOOK",130750,1268968,23491,9.70530019120459,5.5659614320378
"Salmon","2012","SOUTH COAST","27","CHINOOK",56164,518397,10052,9.23005840039883,5.58734580183048
"Salmon","2012","FAR NORTH","442(STIKINE)","CHUM",1411,1630,367,1.15520907158044,3.84468664850136
"Salmon","2012","FRASER RIVER","29AB","CHUM",232504,286901,49887,1.23396156625262,4.66061298534688
"Salmon","2012","FRASER RIVER","29D","CHUM",84355,101059,15263,1.19802027147176,5.52676406997314
"Salmon","2012","NORTH COAST","1","CHUM",112,169,25,1.50892857142857,4.48
"Salmon","2012","NORTH COAST","2W","CHUM",21,27,6,1.28571428571429,3.5
"Salmon","2012","NORTH COAST","3","CHUM",207954,257323,42079,1.23740346422767,4.94199006630386
"Salmon","2012","NORTH COAST","4","CHUM",432,454,81,1.05092592592593,5.33333333333333
"Salmon","2012","NORTH COAST","6","CHUM",73250,71294,11774,0.973296928327645,6.22133514523526
"Salmon","2012","NORTH COAST","7","CHUM",599286,685714,123353,1.14421828642752,4.85830097362853
"Salmon","2012","NORTH COAST","8","CHUM",906775,1083448,151752,1.19483664635659,5.97537429490221
"Salmon","2012","SOUTH COAST","12","CHUM",657698,737118,130039,1.1207545104288,5.05769807519283
"Salmon","2012","SOUTH COAST","13","CHUM",715601,795778,146919,1.11204148680619,4.87071787855893
"Salmon","2012","SOUTH COAST","14","CHUM",57795,70243,12829,1.21538195345618,4.50502767168135
"Salmon","2012","SOUTH COAST","18","CHUM",441794,545822,97120,1.23546720869908,4.54894975288303
"Salmon","2012","SOUTH COAST","21","CHUM",56762,47851,12995,0.843011169444347,4.36798768757214
"Salmon","2012","SOUTH COAST","23","CHUM",33386,32431,6773,0.971395195590966,4.92927801565038
"Salmon","2012","SOUTH COAST","24","CHUM",4899,4514,957,0.921412533170035,5.11912225705329
"Salmon","2012","SOUTH COAST","25","CHUM",59,73,13,1.23728813559322,4.53846153846154
"Salmon","2012","SOUTH COAST","26","CHUM",281,398,77,1.41637010676157,3.64935064935065
"Salmon","2012","SOUTH COAST","27","CHUM",328,398,97,1.21341463414634,3.38144329896907
"Salmon","2012","FAR NORTH","441(TAKU)","COHO",51494,135411,13691,2.6296461723696,3.76115696442919
"Salmon","2012","FAR NORTH","442(STIKINE)","COHO",19978,52350,6188,2.62038242066273,3.22850678733032
"Salmon","2012","NORTH COAST","1","COHO",445986,1652012,134106,3.70417905494791,3.32562301463022
"Salmon","2012","NORTH COAST","2E","COHO",26248,92820,7547,3.53626943005181,3.47793825361071
"Salmon","2012","NORTH COAST","2W","COHO",16263,62351,4682,3.8339174813995,3.47351559162751
"Salmon","2012","NORTH COAST","3","COHO",48013,224710,14549,4.6801907816633,3.30008935322015
"Salmon","2012","NORTH COAST","4","COHO",89380,358103,25944,4.00652271201611,3.44511255010792
"Salmon","2012","NORTH COAST","7","COHO",1669,5072,574,3.03894547633313,2.90766550522648
"Salmon","2012","SOUTH COAST","23","COHO",2541,10416,889,4.09917355371901,2.85826771653543
"Salmon","2012","SOUTH COAST","24","COHO",1283,4397,387,3.42712392829306,3.31524547803618
"Salmon","2012","SOUTH COAST","25","COHO",429,1802,135,4.2004662004662,3.17777777777778
"Salmon","2012","SOUTH COAST","26","COHO",412,1900,125,4.61165048543689,3.296
"Salmon","2012","SOUTH COAST","27","COHO",781,2634,191,3.37259923175416,4.08900523560209
"Salmon","2012","FRASER RIVER","29D","PINK",3,1,1,0.333333333333333,3
"Salmon","2012","NORTH COAST","1","PINK",86418,119311,50032,1.38062672128492,1.72725455708347
"Salmon","2012","NORTH COAST","2E","PINK",298581,246472,212299,0.825477843533246,1.40641736418919
"Salmon","2012","NORTH COAST","2W","PINK",22305,20806,15049,0.932795337368303,1.48215828294239
"Salmon","2012","NORTH COAST","3","PINK",708739,526708,492108,0.743162151370251,1.44021027904444
"Salmon","2012","NORTH COAST","4","PINK",51785,35623,32626,0.687901902095201,1.58723104272666
"Salmon","2012","NORTH COAST","5","PINK",24,9,13,0.375,1.84615384615385
"Salmon","2012","NORTH COAST","6","PINK",2831,962,1605,0.339809254680325,1.76386292834891
"Salmon","2012","NORTH COAST","7","PINK",29553,23463,17603,0.793929550299462,1.67886155768903
"Salmon","2012","NORTH COAST","8","PINK",28991,21716,20554,0.749060053119934,1.4104797119782
"Salmon","2012","SOUTH COAST","12","PINK",3829,2551,2252,0.666231392008357,1.70026642984014
"Salmon","2012","SOUTH COAST","13","PINK",1248,553,1121,0.443108974358974,1.11329170383586
"Salmon","2012","SOUTH COAST","25","PINK",6,6,4,1,1.5
"Salmon","2012","SOUTH COAST","26","PINK",6,5,4,0.833333333333333,1.5
"Salmon","2012","SOUTH COAST","27","PINK",39,127,26,3.25641025641026,1.5
"Salmon","2012","FAR NORTH","441(TAKU)","SOCKEYE",84066,371623,30409,4.42060999690719,2.76451050675787
"Salmon","2012","FAR NORTH","442(STIKINE)","SOCKEYE",71909,328918,26078,4.57408669290353,2.75745839404862
"Salmon","2012","FRASER RIVER","29AB","SOCKEYE",2104,9622,836,4.57319391634981,2.51674641148325
"Salmon","2012","FRASER RIVER","29D","SOCKEYE",4600,21043,1710,4.5745652173913,2.69005847953216
"Salmon","2012","NORTH COAST","1","SOCKEYE",1321,6871,469,5.20136260408781,2.81663113006397
"Salmon","2012","NORTH COAST","2E","SOCKEYE",22,111,8,5.04545454545455,2.75
"Salmon","2012","NORTH COAST","2W","SOCKEYE",159,685,56,4.30817610062893,2.83928571428571
"Salmon","2012","NORTH COAST","3","SOCKEYE",327755,1515783,116653,4.62474409238608,2.80965770275947
"Salmon","2012","NORTH COAST","4","SOCKEYE",1274167,5492309,502615,4.31050953289482,2.53507555484814
"Salmon","2012","NORTH COAST","5","SOCKEYE",7128,30082,2640,4.2202581369248,2.7
"Salmon","2012","NORTH COAST","7","SOCKEYE",2,6,1,3,2
"Salmon","2012","NORTH COAST","8","SOCKEYE",1418,5521,530,3.8935119887165,2.67547169811321
"Salmon","2012","SOUTH COAST","12","SOCKEYE",17842,63901,6988,3.58149310615402,2.55323411562679
"Salmon","2012","SOUTH COAST","13","SOCKEYE",6492,17890,2660,2.75569932224276,2.4406015037594
"Salmon","2012","SOUTH COAST","23","SOCKEYE",279352,1342433,127851,4.80552492912168,2.18498095439222
"Salmon","2013","FRASER RIVER","29AB","CHINOOK",23,225,4,9.78260869565217,5.75
"Salmon","2013","NORTH COAST","1","CHINOOK",332806,2507765,55717,7.53521571125521,5.97315002602437
"Salmon","2013","NORTH COAST","2W","CHINOOK",52777,399895,8565,7.57706955681452,6.16193812025686
"Salmon","2013","NORTH COAST","3","CHINOOK",8092,58837,1247,7.27100840336134,6.48917401764234
"Salmon","2013","NORTH COAST","4","CHINOOK",1378,10368,186,7.52394775036284,7.40860215053763
"Salmon","2013","NORTH COAST","7","CHINOOK",4,9,1,2.25,4
"Salmon","2013","NORTH COAST","8","CHINOOK",45628,353019,5783,7.7368940124485,7.89002247968183
"Salmon","2013","SOUTH COAST","13","CHINOOK",9095,50128,3860,5.51159978009896,2.35621761658031
"Salmon","2013","SOUTH COAST","23","CHINOOK",52094,496954,12509,9.53956309747764,4.16452154448797
"Salmon","2013","SOUTH COAST","24","CHINOOK",3749,41067,802,10.9541210989597,4.67456359102244
"Salmon","2013","SOUTH COAST","25","CHINOOK",35645,256014,4883,7.18232571188105,7.29981568707762
"Salmon","2013","SOUTH COAST","26","CHINOOK",29974,327519,6463,10.9267698672183,4.63778431069163
"Salmon","2013","SOUTH COAST","27","CHINOOK",10232,111980,1967,10.9440969507428,5.20183019827148
"Salmon","2013","FRASER RIVER","29AB","CHUM",172265,213150,40071,1.23733782254085,4.29899428514387
"Salmon","2013","NORTH COAST","1","CHUM",1219,2373,272,1.94667760459393,4.48161764705882
"Salmon","2013","NORTH COAST","3","CHUM",225631,320779,46414,1.42169737314465,4.86127030637308
"Salmon","2013","NORTH COAST","4","CHUM",153,176,30,1.15032679738562,5.1
"Salmon","2013","NORTH COAST","5","CHUM",20,38,6,1.9,3.33333333333333
"Salmon","2013","NORTH COAST","7","CHUM",625663,842878,130766,1.34717571600047,4.78459997246991
"Salmon","2013","NORTH COAST","8","CHUM",1875851,2609354,315775,1.39102412718281,5.9404671047423
"Salmon","2013","SOUTH COAST","12","CHUM",373589,539436,79056,1.44392902360616,4.72562487350739
"Salmon","2013","SOUTH COAST","13","CHUM",670424,1052682,158267,1.57017350214193,4.23603151636159
"Salmon","2013","SOUTH COAST","14","CHUM",78171,100840,18874,1.289992452444,4.14172936314507
"Salmon","2013","SOUTH COAST","17","CHUM",28322,38294,7177,1.35209377868795,3.94621708234638
"Salmon","2013","SOUTH COAST","19","CHUM",36053,59612,7313,1.65345463622999,4.92998769314919
"Salmon","2013","SOUTH COAST","21","CHUM",25917,37217,5877,1.43600725392599,4.40990301174068
"Salmon","2013","SOUTH COAST","23","CHUM",4391,6792,796,1.54680027328627,5.51633165829146
"Salmon","2013","SOUTH COAST","25","CHUM",13,17,4,1.30769230769231,3.25
"Salmon","2013","SOUTH COAST","26","CHUM",119,137,36,1.15126050420168,3.30555555555556
"Salmon","2013","SOUTH COAST","27","CHUM",175,164,54,0.937142857142857,3.24074074074074
"Salmon","2013","NORTH COAST","1","COHO",521716,2339850,152811,4.48491133106901,3.41412594643056
"Salmon","2013","NORTH COAST","2E","COHO",70795,318195,20474,4.49459707606469,3.45780013675882
"Salmon","2013","NORTH COAST","2W","COHO",1881,9332,541,4.9611908559277,3.47689463955638
